,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'mashable', 'name': 'Mashable'}",Sam Haysom,This official London Tube art is getting mercilessly trolled on Twitter,"Art is famously subjective.
It divides opinion. What one person may find boring another may find beautiful, and vice versa.
All that being said, a newly unveiled art installation by British artist David Hockney in London certainly seems to have united people.…",https://mashable.com/article/david-hockney-piccadilly-tube-art/,https://mondrian.mashable.com/2021%252F05%252F12%252Ff1%252F06fb98e828bd4aaab3d5482b12528097.6f161.jpg%252F1200x630.jpg?signature=Le9GhATkaBJGVWE0Wb63URd2D_k=,2021-05-12T10:46:13Z,"Art is famously subjective.
It divides opinion. What one person may find boring another may find beautiful, and vice versa.
All that being said, a newly unveiled art installation by British artist … [+2232 chars]"
1,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Inside the retirement home for circus animals - Reuters,"Patrick Violas made his fortune in mobile phone stores before ploughing 25 million euros of his own money into a sanctuary for lions, bears and laboratory primates. Now he's planning an extension before a ban on circus animals comes into effect.",https://www.reuters.com/video/watch/idOVEDWUZXJ,https://static.reuters.com/resources/r/?d=20210521&i=OVEDWUZXJ&r=OVEDWUZXJ&t=2,2021-05-21T17:07:56Z,"Posted 
Patrick Violas made his fortune in mobile phone stores before ploughing 25 million euros of his own money into a sanctuary for lions, bears and laboratory primates. Now he's planning an exte… [+54 chars]"
2,"{'id': 'reuters', 'name': 'Reuters'}",Krisztina Than,Fire-juggling at home? Lockdown easing a relief for Hungarian circus artists - Reuters,"After months of practising aerial acrobatics suspended from the ceiling in her tiny apartment in Budapest with only her cats for an audience, Hungarian circus artist Eszter Kovacs is relishing the prospect of performing in front of people again.",https://www.reuters.com/world/europe/fire-juggling-home-lockdown-easing-relief-hungarian-circus-artists-2021-05-04/,https://www.reuters.com/resizer/J7MBxAlhHzI5YLh5Ys1DvuDQnyU=/1200x628/smart/cloudfront-us-east-2.images.arcpublishing.com/reuters/SHZYMTWD2BN2NLOMDVCRMLL6SI.jpg,2021-05-04T11:38:00Z,"After months of practising aerial acrobatics suspended from the ceiling in her tiny apartment in Budapest with only her cats for an audience, Hungarian circus artist Eszter Kovacs is relishing the pr… [+2535 chars]"
3,"{'id': 'reuters', 'name': 'Reuters'}",Reuters,Room at the refuge? French shelter braces for circus animal ban - Reuters,"Patrick Violas made his fortune in mobile phone stores before ploughing 25 million euros of his own money into a sanctuary for lions, bears and laboratory primates. Now he's planning an extension before a ban on circus animals comes into effect.",https://www.reuters.com/lifestyle/room-refuge-french-shelter-braces-circus-animal-ban-2021-05-21/,,2021-05-21T15:00:00Z,"Patrick Violas made his fortune in mobile phone stores before ploughing 25 million euros of his own money into a sanctuary for lions, bears and laboratory primates. Now he's planning an extension bef… [+1830 chars]"
4,"{'id': None, 'name': 'VentureBeat'}",Dean Takahashi,Apple vs. Epic trial opens with hilarious audience chatter,The Apple vs. Epic trial call started out as a hilarious circus as the court using a group phone line failed to mute the audience.,https://venturebeat.com/2021/05/03/apple-vs-epic-starts-out-with-hilarious-chatter-from-the-audience/,https://venturebeat.com/wp-content/uploads/2020/08/fortnite-e1597430954100.jpg?w=1200&strip=all,2021-05-03T15:55:01Z,"Join GamesBeat Summit 2021, happening today! Watch live here! 
The Apple vs. Epic trial call started out as a hilarious circus as the court using a group phone line failed to mute the audience. The … [+2385 chars]"
5,"{'id': 'reuters', 'name': 'Reuters'}",Maria Chutchian,NY state lawyer calls NRA bankruptcy 'sideshow' in trial closing - Reuters,"A lawyer for New York Attorney General Letitia James called the National Rifle Association's bankruptcy bid ""a circus sideshow"" during closing arguments on Monday in a case over whether to allow the NRA to reorganize in the gun-friendly state of Texas.",https://www.reuters.com/world/us/ny-state-lawyer-calls-nra-bankruptcy-sideshow-trial-closing-2021-05-03/,https://www.reuters.com/resizer/hlT9ya9Zfo050xGdmkTX2I3UrnU=/1200x628/smart/cloudfront-us-east-2.images.arcpublishing.com/reuters/EFSEDJHWWNNYTGNEVYOAX2YEXM.jpg,2021-05-03T16:12:00Z,"A lawyer for New York Attorney General Letitia James called the National Rifle Association's bankruptcy bid ""a circus sideshow"" during closing arguments on Monday in a case over whether to allow the … [+1892 chars]"
6,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"James Bond movies to stay in theaters despite Amazon deal, producers say - Reuters Canada","The James Bond movies will stay in movie theaters despite the Amazon.com acquisition of the MGM studio which is home to the action adventure franchise, the film's producers said in a statement to Variety on Wednesday.",https://www.reuters.com/article/us-mgm-m-a-amazon-com-bond-idUSKCN2D72C6,https://static.reuters.com/resources/r/?m=02&d=20210526&t=2&i=1563502496&r=LYNXNPEH4P1A2&w=800,2021-05-26T17:13:00Z,"By Reuters Staff
FILE PHOTO: A film trailer for the 25th instalment in the James Bond series entitled ""No Time to Die"" is displayed at Piccadilly Circus in London, December 4, 2019. REUTERS/Lisi Nie… [+460 chars]"
7,"{'id': 'reuters', 'name': 'Reuters'}",,NY state lawyer calls NRA bankruptcy 'sideshow' in trial closing - Reuters,NY state lawyer calls NRA bankruptcy 'sideshow' in trial closing  Reuters,https://www.reuters.com/article/us-bankruptcy-nra-closings-idUSKBN2CK1EO,,2021-05-03T16:03:42Z,"FILE PHOTO: A general view shows the National Rifle Association (NRA) headquarters, in Fairfax, Virginia, U.S., August 6, 2020. REUTERS/Jonathan Ernst/File Photo
U.S. Legal News
Maria Chutchian
(R… [+2205 chars]"
8,"{'id': 'espn', 'name': 'ESPN'}",Mark Kriegel,The circus has left town: Ramirez-Taylor is how boxing is supposed to be,"Jose Ramirez and Josh Taylor will offer a showcase of the best in the world, which is exactly what boxing needs in 2021.",https://www.espn.com/boxing/story/_/id/31477494/jose-ramirez-josh-taylor-how-boxing-supposed-be,https://a1.espncdn.com/combiner/i?img=%2Fphoto%2F2021%2F0520%2Fr856837_1296x729_16%2D9.jpg,2021-05-21T11:50:12Z,"A couple of weeks ago, a once-great champion and a YouTuber held a news conference to announce their ""fight"" in Miami.
The YouTuber's brother, also a YouTuber, confronted the retired fighter and sna… [+6269 chars]"
9,"{'id': 'reuters', 'name': 'Reuters'}",,Singer Billie Eilish gives intimate account of her life in new book - Reuters,Singer Billie Eilish gives intimate account of her life in new book  Reuters,https://www.reuters.com/article/us-people-billie-eilish-book-idUSKBN2CS2AG,,2021-05-11T17:22:41Z,FILE PHOTO: Singer Billie Eilish performs during the virtual 2020 Democratic National Convention as participants from across the country are hosted over video links from the originally planned site o… [+1642 chars]
