,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'bbc-news', 'name': 'BBC News'}",BBC News,Rare white lion cubs unveiled by French charity,Two rare white lion cubs have been unveiled by a conservation charity in north-western France.,https://www.bbc.co.uk/news/av/world-europe-49322881/rare-white-lion-cubs-unveiled-by-french-charity,https://ichef.bbci.co.uk/news/1024/branded_news/95FE/production/_108289383_p07kfxx4.jpg,2019-08-12T16:09:19Z,VideoTwo rare white lion cubs have been unveiled by a conservation charity in north-western France. Nala and Simba's parents were rescued from the circus by Caresse de Tigre. White lions are native t… [+53 chars]
1,"{'id': 'wired', 'name': 'Wired'}",Garrett M. Graff,Huawei's HarmonyOS Is No Android Replacement,HarmonyOS is the very model of a modern operating system. It's also nowhere near ready for smartphones.,https://www.wired.com/story/huawei-harmonyos-no-android-replacement/,https://media.wired.com/photos/5d4d911d24df9e000815caed/191:100/pass/security_huawei_1160460804.jpg,2019-08-09T17:34:14Z,"For months, rumors have circulated that Chinese tech giant Huawei was hard at work on a homegrown operating system, an increasingly necessary step toward independence after US sanctions prompted Goog… [+5147 chars]"
2,"{'id': 'abc-news', 'name': 'ABC News'}",Aaron Katersky,"Harvey Weinstein seeks change of venue for trial, citing 'circus-like atmosphere'","Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",https://abcnews.go.com/US/harvey-weinstein-seeks-change-venue-trial-citing-circus/story?id=65098798,https://s.abcnews.com/images/Business/harvey-weinstein-gty-jt-190821_hpMain_16x9_992.jpg,2019-08-21T16:20:48Z,"Harvey Weinstein wants his upcoming criminal trial moved because of a circus-like atmosphere that exists in New York, according to a recent court filing.
An attorney for the disgraced film producer … [+1185 chars]"
3,"{'id': 'cnn', 'name': 'CNN'}","Brian Lowry, CNN",'Mindhunter' wades back into crowded pool of serial killer TV,"Serial killers will be all over TV this weekend, which isn't particularly unusual these days. Yet the latest mini-wave devoted to the most sordid murderers -- including the return of Netflix's ""Mindhunter"" -- underscores the tension between feeding fascinatio…",https://www.cnn.com/2019/08/16/entertainment/mindhunter-serial-killers-column/index.html,https://cdn.cnn.com/cnnnext/dam/assets/190813190215-mindhunter-netflix-super-tease.jpg,2019-08-17T03:28:23Z,"(CNN)Serial killers will be all over TV this weekend, which isn't particularly unusual these days. Yet the latest mini-wave devoted to the most sordid murderers -- including the return of Netflix's ""… [+3696 chars]"
4,"{'id': None, 'name': 'raidersbeat.com'}",,Agent: Antonio Brown Will “Make It Work” With Approved Helmet - raidersbeat.com,"Agent: Antonio Brown Will “Make It Work” With Approved Helmet raidersbeat.com Antonio Brown trolls Pittsburgh over high 'Hard Knocks' ratings in city Yahoo Sports Jon Gruden Talks with AB, and Antonio Brown Shares His New Mantra | Hard Knocks with the Raiders…",https://www.raidersbeat.com/agent-antonio-brown-will-make-it-work-with-approved-helmet/,https://i1.wp.com/www.raidersbeat.com/wp-content/uploads/2019/08/img_3663.jpg?fit=1068%2C755&ssl=1,2019-08-22T03:40:49Z,"While Antonio Brown is waiting for a ruling on his second grievance against the NFL regarding his helmet, Raider fans are anxiously waiting to see what Brown will do if he loses the appeal.
But, for… [+1171 chars]"
5,"{'id': None, 'name': 'INSIDER'}",Zoë Miller,12 of the best vacation reads for every kind of trip,"If you're heading to the beach, try reading Melissa Broder's ""The Pisces,"" a romance involving a merman. ""The Night Circus,"" Erin Morgenstern's whimsical circus tale, might appeal to those heading to an amusement park or carnival. ""The Kiss Quotient"" by Helen…",https://www.insider.com/best-books-to-read-on-every-kind-of-trip-2019-8,https://static.businessinsider.com/image/5d4834372516e936203a94de-750.jpg,2019-08-05T13:49:54Z,"In Melissa Broder's ""The Pisces,"" a woman named Lucy moves to Los Angeles after a breakup and ends up falling in love with a merman. Funny, sexy, and surreal, this novel pairs perfectly with sun and … [+248 chars]"
6,"{'id': None, 'name': 'kottke.org'}",Tim Carmody,There’s Always Something Charming and Creepy In A Circus,"Circuses, like children, are always both charming and creepy. Make it a children's circus, i.e., like Greenboro, Vermont's Circu",https://kottke.org/19/08/theres-always-something-charming-and-creepy-in-a-circus,https://kottke.org/plus/misc/images/circussmirkus001.jpg,2019-08-19T17:30:00Z,"Circuses, like children, are always both charming and creepy. Make it a children’s circus, i.e., like Greenboro, Vermont’s Circus Smirkus, where the stars of the circus are themselves children, and t… [+382 chars]"
7,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Europe papers criticise Johnson's 'perfidious' move,The British prime minister's decision to suspend parliament has been condemned by many European commentators.,https://www.bbc.co.uk/news/uk-politics-49507331,https://ichef.bbci.co.uk/news/1024/branded_news/150F7/production/_108536268_parliament_composite_29aug.png,2019-08-29T09:53:30Z,"Image copyrightBBC MONITORING
The decision to suspend parliament ahead of the UK's looming Brexit deadline has been broadly criticised in Europe's newspapers, particularly for what they call its det… [+4473 chars]"
8,"{'id': None, 'name': 'HYPEBEAST'}","info@hypebeast.com (HYPEBEAST), HYPEBEAST","OK, Ballet Shares Retro Circus-Themed FW19 Lookbook","LA-based brand Ok, Ballet's Fall/Winter 2019 collection puts a dark twist on a nostalgic circus theme. The fantastical collection features old-fashioned clown graphics, oversized polka dots and mystic references sprinkled in with logo-heavy pieces. ""Elements …",https://hypebeast.com/2019/8/ok-ballet-circus-fw19-lookbook,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2019%2F08%2Fok-ballet-fw19-lookbook-twfb3.jpg?w=960&cbr=1&q=90&fit=max,2019-08-30T18:53:44Z,"LA-based brand Ok, Ballet‘s Fall/Winter 2019 collection puts a dark twist on a nostalgic circus theme. The fantastical collection features old-fashioned clown graphics, oversized polka dots and mysti… [+1430 chars]"
9,"{'id': None, 'name': 'Kotaku'}",Zack Zwiezen,"The Week In Games: Mr. President, Your Mech Is Ready","After years and years of being a Japan-only Xbox release, Metal Wolf Chao s is finally come out in more places later this week. Now we can all experience the fun of being the President of The United States and using a giant mech to fight the Vice President’s …",https://kotaku.com/the-week-in-games-mr-president-your-mech-is-ready-1836953625,"https://i.kinja-img.com/gawker-media/image/upload/s--cvtlEghm--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/yconbqcz3wyb2gz51kkc.jpg",2019-08-04T21:30:00Z,"After years and years of being a Japan-only Xbox release, Metal Wolf Chaos is finally come out in more places later this week. Now we can all experience the fun of being the President of The United S… [+2269 chars]"
10,"{'id': None, 'name': 'Stereogum'}",Tom Breihan,Cardi B’s Circus Comes To Town,"""Stank-ass rappers make me sick! Everybody on the goddam stage got a mic! Forty motherfucking people! All of 'em got a mic! Motherfucker, why? We can't understand what one of your asses is saying. How you giving everybody a goddam mic?"" Steve Harvey was, at l…",https://www.stereogum.com/2053875/cardi-b-tour-concert-review/franchises/status-aint-hood/,https://static.stereogum.com/uploads/2019/08/Cardi-B-1565121421-608x405.jpg,2019-08-07T18:51:54Z,"“Stank-ass rappers make me sick! Everybody on the goddam stage got a mic! Forty motherfucking people! All of ‘em got a mic! Motherfucker, why? We can’t understand what one of your asses is saying. Ho… [+9360 chars]"
11,"{'id': None, 'name': 'ArchDaily'}",Christele Harrouk,Stufish Entertainment Architects Design the Chimelong Theatre in China,"Inaugurated recently, The Chimelong Theatre, a circus hall on the island of Hengqin, in Zhuhai, China, was conceived to replace the Chimelong Hengqin International Circus City, damaged by a typhoon in 2016. Imagined by Stufish Entertainment Architects, founde…",https://www.archdaily.com/923005/stufish-entertainment-architects-design-the-chimelong-theatre-in-china,https://images.adsttc.com/media/images/5d53/b204/284d/d173/7600/0127/large_jpg/Copyright_Chimelong_1088ChimelongZhuhai_DJI_0855-HDR.jpg?1565766120,2019-08-14T09:00:00Z,"Courtesy of Chimelong Zhuhai
+ 9
Inaugurated recently, The Chimelong Theatre, a circus hall on the island of Hengqin, in Zhuhai, China, was conceived to replace the Chimelong Hengqin International … [+1366 chars]"
12,"{'id': None, 'name': 'CNET'}",Lily Rose,Halloween 2019: The coolest decorations you can get on Amazon - CNET,These turnt-up Halloween options will take your house from an everyday fright to ghoulishly spook-tacular.,https://www.cnet.com/news/halloween-2019-coolest-decorations-you-can-buy-amazon/,https://cnet2.cbsistatic.com/img/Y5skut5DFOycY1174qECHDVo84Q=/756x567/2019/08/07/bc346205-1d7b-478e-bcc0-7dc532540fb3/witches-hats2.jpg,2019-08-08T22:50:46Z,"These lights are way witchier than anything else you'll see on your block.
Maoyue/Amazon
Getting a head start on your haunted house? You're going to need the coolest Halloween decorations you can b… [+2752 chars]"
13,"{'id': None, 'name': 'INSIDER'}",Associated Press,Harvey Weinstein's lawyers want to move his trial out of New York City because they say jurors may face 'intimidation' and 'pressure' in the media capital,"Lawyers of disgraced former mega-producer Harvey Weinstein, who's public exposure by over 50 women as an alleged sexual predator sparked the #MeToo movement, are attempting to move his trial out of New York City. Weinstein's team has argued that jurors in the…",https://www.insider.com/harvey-weinsteins-lawyers-want-move-trial-out-new-york-city-2019-8,https://amp.businessinsider.com/images/5d62dbcff4fc2417aa4878e5-1536-768.jpg,2019-08-25T19:04:31Z,"NEW YORK (AP) — Can someone as notorious in the #MeToo era as Harvey Weinstein get a fair trial in the world's media capital? 
 That's one of the legal questions looming over the sexual assault case… [+3200 chars]"
14,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Somaliland's poets and singers fight to be heard,Artists in the self-declared republic of Somaliland are challenging state repression and conservative Muslim clerics.,https://www.bbc.co.uk/news/world-africa-49394351,https://ichef.bbci.co.uk/news/1024/branded_news/17F1D/production/_108377089_mediaitem108377088.jpg,2019-08-22T00:30:04Z,"Image copyrightMary HarperImage caption
 The cultural centre has hosted the Hargeisa International Book Fair since 2017
The arts scene is booming in the self-declared republic of Somaliland but, as… [+6419 chars]"
15,"{'id': 'abc-news', 'name': 'ABC News'}",ABC News,WATCH: Hurricane Dorian tears through parts of the Bahamas,The powerful Category 5 storm has hit the area with relentless rain and damaging wind.,https://abcnews.go.com/WNT/video/hurricane-dorian-tears-parts-bahamas-65331713,https://s.abcnews.com/images/WNT/190901_wn_moore_hpMain_16x9_992.jpg,2019-09-01T23:47:03Z,"<li>Now Playing: 'One of the biggest hurricanes we've ever seen': Trump
</li><li>Now Playing: 'Storm effect will be prolonged': Kevin McAleenan on Hurricane Dorian
</li><li>Now Playing: Tension bet… [+1373 chars]"
16,"{'id': None, 'name': 'Fashionista'}",Hilary George-Parkin,Influencers Are Teaming Up With Their Sisters and Best Friends for Maximum Street Style Impact,"Fashion month is almost upon us, and with it comes a new deluge of street style photos to keep the internet sated for the next several months. Having spent the better part of the past decade bearing witness to the phenomenon (was that ""Circus of Fashion"" essa…",https://fashionista.com/2019/08/street-style-influencers-duos-sisters-friends,https://fashionista.com/.image/t_share/MTY2NDY5NzU2MjY0NjU0MTMy/paco-rabanne-courtney-trop-reese-blutstein.jpg,2019-08-27T12:00:00Z,"Fashion month is almost upon us, and with it comes a new deluge of street style photos to keep the internet sated for the next several months. Having spent the better part of the past decade bearing … [+9813 chars]"
