,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Orfei Circus tigers maul trainer to death in southern Italy,"The animals attacked Ettore Weber, 61, during a rehearsal for a show near Bari.",https://www.bbc.co.uk/news/world-europe-48886443,https://ichef.bbci.co.uk/news/1024/branded_news/D2C4/production/_107765935_tiger.jpg,2019-07-05T15:56:05Z,"Image copyrightLa RepubblicaImage caption
 Ettore Weber training tigers in an undated file image
Four tigers have mauled their trainer to death during a rehearsal at a circus in southern Italy.
On… [+1233 chars]"
1,"{'id': None, 'name': 'Boing Boing'}",David Pescovitz,Watch this glamorous group of pickpockets caught on camera,"Even though these Thai tourists in London's Cambridge Circus were recording themselves on video, a glamorous group of pickpockets went for it anyway. Read the rest",https://boingboing.net/2019/07/03/watch-this-glamorous-group-of.html,https://media.boingboing.net/wp-content/uploads/2019/07/screenshot-7.jpg,2019-07-03T18:30:18Z,"This is some artful cop dodgery. The low-key curb sit is a perfect touch. (r/videos)
Zain Qaiser, from Barking in London, scammed millions of pounds out of website visitors and is off to jail. He ma… [+1568 chars]"
2,"{'id': None, 'name': 'Lifehacker.com'}",Nick Douglas,You Should Own Your Favorite Books in Hard Copy,"Microsoft is deleting books off of its customers’s devices. It’s a harsh reminder that most ebooks can be remotely wiped by the seller, so you’re forever at their mercy. That’s just one reason you should own your favorite books as hard paper copies. Read more…",https://lifehacker.com/you-should-own-your-favorite-books-in-hard-copy-1836249572,"https://i.kinja-img.com/gawker-media/image/upload/s--BKNxKKdv--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/owbh8sgzwom3msxcmrat.jpg",2019-07-11T13:00:00Z,"Microsoft is deleting books off of its customerss devices. Its a harsh reminder that most ebooks can be remotely wiped by the seller, so youre forever at their mercy. Thats just one reason you should… [+4390 chars]"
3,"{'id': None, 'name': 'HuffPost'}",Andy Campbell,The White House Social Media Summit Is Already A Bigotry Circus,"Ben Garrison, a conservative cartoonist, was uninvited over an anti-Semitic cartoon. The rest of the guest list is a who's who of trolls and extremists.",https://www.huffpost.com/entry/white-house-social-media-summit-bigotry-circus_n_5d25ef35e4b0583e482a4457,https://img.huffingtonpost.com/asset/5d26077926000050000440b2.jpeg?ops=1200_630,2019-07-10T18:16:53Z,"The White House is hosting a social media summit on Thursday, and invited some of the internet’s loudest conservative trolls and racist carnival barkers to attend but if you’ve been paying any attent… [+4139 chars]"
4,"{'id': 'wired', 'name': 'Wired'}",Jeffrey Van Camp,"26 Best Amazon Prime Day Alternative Deals From Walmart, eBay, Etc",Prime Day is so popular that Amazon competitors like Walmart and Target counter it with their own sales. We've collected the best of the rest.,https://www.wired.com/story/best-amazon-prime-day-alternative-deals/,https://media.wired.com/photos/5d2d184227e4ed0008704ea7/191:100/pass/Gear-PrimeDay-KitchenAid-Nespresso-Maker-SOURCE-KitchenAid.jpg,2019-07-16T01:00:00Z,"In the past five years, Amazon Prime Day has exploded. It started as a corporate anniversary event and now it's a two-day spending spree. We didn't need another shopping holiday, but that's what it h… [+4855 chars]"
5,"{'id': 'usa-today', 'name': 'USA Today'}",From USA TODAY Network and wire reports,"Women in baseball, Lynyrd Skynyrd, circus fire: News from around our 50 states","Hotshots remembered six years later in somber Arizona ceremonies, warm winter affects seals in Alaska and shrimp in Georgia, and more",https://www.usatoday.com/story/news/50-states/2019/07/01/women-baseball-lynyrd-skynyrd-circus-fire-news-around-states/39646053/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/08/13/USAT/a991ed49-ba8d-48ea-b2b8-60c13c9609a1-XXX_IMG_LEAGU_STL_15_H.JPG_1_1_JPI59AB9.JPG?crop=4116,2322,x0,y53&width=3200&height=1680&fit=bounds",2019-07-02T02:47:55Z,"Alabama
Koby Palmer, 29, poses with a truck, a Bible, a shotgun and an American flag at Chatom Ford in Alabama.
 (Photo: Courtesy Chatom Ford via USA Today)
Chatom: The local Ford dealership has e… [+42553 chars]"
6,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Natasha Lomas,"Freshly elected as UK’s next PM, Boris Johnson pledges full fiber broadband bonanza","Get ready for a British Trump: The UK will shortly have a new prime minister after the Conservative Party membership overwhelmingly voted to elect Boris Johnson as their new party leader, passing over his sole rival for the post, Jeremy Hunt. Johnson received…",http://techcrunch.com/2019/07/23/freshly-elected-as-uks-next-pm-boris-johnson-pledges-full-fiber-broadband-bonanza/,https://techcrunch.com/wp-content/uploads/2019/07/GettyImages-1157344298.jpg?w=600,2019-07-23T13:36:27Z,"Get ready for a British Trump: The UK will shortly have a new prime minister after the Conservative Party membership overwhelmingly voted to elect Boris Johnson as their new party leader, passing ove… [+5767 chars]"
7,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Emanuela Orlandi case: Vatican attempts new search to solve mystery,"Two burial chambers will be examined in the search for teenager Emanuela Orlandi, missing since 1983.",https://www.bbc.co.uk/news/world-europe-49055783,https://ichef.bbci.co.uk/news/1024/branded_news/B98D/production/_107810574_055186723-1.jpg,2019-07-20T07:43:19Z,"Image copyrightAFPImage caption
 The search is continuing at the Teutonic Cemetery
The Vatican is set to make its latest attempt to unravel the mystery of the disappearance of a teenage Italian gir… [+3343 chars]"
8,"{'id': None, 'name': 'CNET'}",Joan E. Solsman,VidCon kicks off with deepfake dilemma as its opening act - CNET,"VidCon is an annual circus of screaming fans flocking to their online video idols, but deepfakes are the first thing on the agenda this year.",https://www.cnet.com/news/vidcon-kicks-off-with-deepfake-dilemma-as-its-opening-act/,https://cnet2.cbsistatic.com/img/z3B4tN-C34rqz-rKBBqumFCtUHY=/756x567/2019/07/03/81902bfb-454b-4ac7-8695-3efdb079b21b/gettyimages-542618886.jpg,2019-07-10T12:00:02Z,"Fans at VidCon in 2016 celebrated online video star Joey Graceffa with masks of his face. 
Getty
Not far from a frenzy of screaming tweens chasing online video stars, in a glass building overlookin… [+4302 chars]"
9,"{'id': None, 'name': 'The Register'}",Richard Speed,'Is this Microsoft trying to be cool? Want to go to the Apple Store?' We checked out London's new retail extravaganza,"Oxford Circus... on a weekday... in the summer... Comment Microsoft finally opened the doors on its flagship store at London shopping mecca Oxford Circus today, leaving all but the most breathless fanboys wondering what exactly the company had spent the last …",https://www.theregister.co.uk/2019/07/11/microsoft_london_store_opening/,https://regmedia.co.uk/2019/07/11/microsoft_store.jpg,2019-07-11T15:01:05Z,"Comment Microsoft finally opened the doors on its flagship store at London shopping mecca Oxford Circus today, leaving all but the most breathless fanboys wondering what exactly the company had spent… [+4626 chars]"
