,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': None, 'name': 'Kotaku'}",Cecilia D'Anastasio,Overwatch's Bastion Moonlights As Aerial Circus Act,"It’s unlikely that, before yesterday, anybody used the words “trapeze artist” to describe Overwatch ’s turret hero Bastion. One hype play at the Overwatch League grand finals revealed the hero’s potential as an aerial circus act. Read more...",https://kotaku.com/overwatchs-bastion-moonlights-as-aerial-circus-act-1838622927,"https://i.kinja-img.com/gawker-media/image/upload/s--oyBuxryM--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/t2aghamjk0wmr9m62ppo.jpg",2019-09-30T14:30:00Z,"Its unlikely that, before yesterday, anybody used the words trapeze artist to describe Overwatchs turret hero Bastion. One hype play at the Overwatch League grand finals revealed the heros potential … [+1403 chars]"
1,"{'id': None, 'name': 'VentureBeat'}",Dean Takahashi,Two Bit Circus adds social gaming and esports events for fall season,Two Bit Circus is doubling down on its social gaming community with the addition of new events and esports gatherings for its fall season. The entertainment venue opened as a “micro-amusement park” and a kind of modern virtual reality arcade last year in down…,https://venturebeat.com/2019/09/12/two-bit-circus-adds-social-gaming-and-esports-events-for-fall-season/,https://venturebeat.com/wp-content/uploads/2019/05/two-bit-circus-2.jpg?w=1200&strip=all,2019-09-12T12:00:29Z,"Two Bit Circus is doubling down on its social gaming community with the addition of new events and esports gatherings for its fall season.
The entertainment venue opened as a “micro-amusement park” … [+6188 chars]"
2,"{'id': None, 'name': 'HuffPost'}",Emily McCombs,"I’m A Rape Survivor, And Chanel Miller’s ‘Know My Name’ Is The Book I Didn’t Know I Needed",Miller's case was a news and social media circus. Now she's reclaiming the narrative.,https://www.huffpost.com/entry/chanel-miller-know-my-name-rape-survivor_n_5d8e3b2ce4b0e9e7604c4ab6,https://img.huffingtonpost.com/asset/5d8e4ba821000034005fdd24.jpeg?cache=zkao9kj5fv&ops=1778_1000,2019-09-27T21:36:35Z,"As a rape survivor, I approach true stories of sexual assault with a certain trepidation. 
When I read Roxanne Gays Hunger, in which she describes her own adolescent assault, I had to take the book … [+6177 chars]"
3,"{'id': None, 'name': 'Rock Paper Shotgun'}",Jay Castello,Overcooked 2 goes to the circus in its latest DLC,"One might be forgiven for thinking that Overcooked 2 is already a Carnival Of Chaos, but it’s becoming even more so with its latest DLC. As ever, there’s new levels and recipes to tackle, and new chefs to do so with. But there’s also a new mechanic: huge grea…",https://www.rockpapershotgun.com/2019/09/14/overcooked-2-goes-to-the-circus-in-its-latest-dlc/,https://assets.rockpapershotgun.com/images/2019/09/Overcooked-2-Carnival-Of-Chaos.jpg,2019-09-14T20:00:39Z,"One might be forgiven for thinking that Overcooked 2 is already a Carnival Of Chaos, but its becoming even more so with its latest DLC. As ever, theres new levels and recipes to tackle, and new chefs… [+1087 chars]"
4,"{'id': None, 'name': 'Yahoo Entertainment'}",FOX News Videos,Corey Lewandowski blasts 'circus' House hearing on Mueller report,Former Trump campaign manager Corey Lewandowski sounds off on Rep. Nadler's 'political theater' on 'Fox & Friends.',https://news.yahoo.com/corey-lewandowski-blasts-circus-house-112934243.html,https://s.yimg.com/ny/api/res/1.2/5D5fNj29PCH.n5nDIxpqOw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD03MjA-/https://s.yimg.com/uu/api/res/1.2/dQ1RiT_nOtuXSHW1kP6ymA--~B/aD0zNjA7dz02NDA7c209MTthcHBpZD15dGFjaHlvbg--/http://d.yimg.com/hd/cp-video-transcode/11734/028aba1e-56df-4acd-aafa-588378747a36/e466bc67-ee03-5861-81d5-453130f982ad/data_3_0.jpg?s=8ec4ff010db64f41dcfc4b4ead09a71c&c=d576eecf188589a7de72c0c79aee9072&a=foxnews&mr=0,2019-09-18T11:29:34Z,Former Trump campaign manager Corey Lewandowski sounds off on Rep. Nadler's 'political theater' on 'Fox &amp; Friends.'
5,"{'id': None, 'name': 'MarketWatch'}",Steve Goldstein,The Tell: Not just ‘another ring to the circus’—bullish J.P. Morgan on impact of impeachment move,"Viewing the impeachment process as just “another ring to the circus” would be too complacent, says a J.P. Morgan strategist bullish on the market.",https://www.marketwatch.com/story/not-just-another-ring-to-the-circusbullish-jp-morgan-on-impact-of-impeachment-move-2019-09-25,http://s.marketwatch.com/public/resources/MWimages/MW-HS004_nixon__ZG_20190925073605.jpg,2019-09-25T11:56:11Z,"Viewing the impeachment process as just another ring to the circus would be too complacent, says a J.P. Morgan strategist bullish on the market.
In a strategy note by John Norman, head of cross-asse… [+2109 chars]"
6,"{'id': 'business-insider', 'name': 'Business Insider'}",Alexandra Licata,Kevin Durant says he sometimes ’hates the NBA’ because of stuff that happens outside the games,"Kevin Durant told the Wall Street Journal on Tuesday that sometimes he ""hates the NBA"" because of things that happen off the court. One reason for that is the questions regarding his mental health and if he is happy. Durant signed a four-year, $164 million de…",https://www.businessinsider.com/kevin-durant-sometimes-hates-the-nba-2019-9,https://amp.businessinsider.com/images/5d77e27c2e22af0e681314f5-1136-568.jpg,2019-09-10T18:22:04Z,"It's been three months since Kevin Durant injured his achilles tendon during Game 5 of the NBA Finals and over two months since he decided to sign a four-year, $164 million deal with the Brooklyn Net… [+1442 chars]"
7,"{'id': 'mashable', 'name': 'Mashable'}",Adam Rosenberg,Antonio Brown's time as a Raider ends with a hashtag and Twitter wisecracks,"""Release me @raiders #NOMore #theyputblindersonahorseforareason #NoMoreFake"" That's how NFL pro and now-former Raider Antonio Brown capped off the Sept. 7 Instagram post that spelled the end of his time in Oakland. The fiery wide receiver joined his new team …",https://mashable.com/article/antonio-brown-released-from-oakland-raiders/,https://mondrian.mashable.com/2019%252F09%252F07%252Fc5%252F7141f3be1b854cc9b1955a87fc5b9cb6.38388.jpg%252F1200x630.jpg?signature=SIXrJHRs2W7QhgE2K9QGlYE_p3A=,2019-09-07T19:45:44Z,"""Release me @raiders #NOMore #theyputblindersonahorseforareason #NoMoreFake""
That's how NFL pro and now-former Raider Antonio Brown capped off the Sept. 7 Instagram post that spelled the end of his … [+4660 chars]"
8,"{'id': None, 'name': 'Thekitchn.com'}",Naomi Tomky,Trader Joe’s to Remove Circus Imagery from Products at PETA’s Request,Here's what you need to know. READ MORE...,https://www.thekitchn.com/trader-joes-circus-products-peta-22955681,"https://cdn.apartmenttherapy.info/image/upload/f_auto,q_auto:eco,c_fill,g_auto,w_1500/k%2Farchive%2F6fb3011ba87f9366d098daa64813bc7af1bd181f",2019-10-01T21:20:43Z,"PETA, the People for the Ethical Treatment of Animals, is an organization often at odds with the food industry — their sometimes extremist views on veganism and the portrayal of animals in products a… [+1646 chars]"
9,"{'id': None, 'name': 'kottke.org'}",Jason Kottke,An Octopus that “Billows Like a Circus Tent”,A team of researchers exploring about a mile beneath the surface of the Pacific Ocean ran across this graceful octopus that put,https://kottke.org/19/09/an-octopus-that-billows-like-a-circus-tent,https://img.youtube.com/vi/lbHjs9A7sis/0.jpg,2019-09-11T13:43:57Z,"A team of researchers exploring about a mile beneath the surface of the Pacific Ocean ran across this graceful octopus that put on a show for them. Dancing at a depth of around 1,600 meters (5,250 fe… [+453 chars]"
