,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,French police seize 10 tigers after mistreatment complaint,"Ten tigers held in a cage lorry by a circus trainer in northern France were taken away, media say.",https://www.bbc.co.uk/news/world-europe-55337455,https://ichef.bbci.co.uk/news/1024/branded_news/8B60/production/_116108653_ab6dc9c6-122a-44c2-bf1f-f5aa772e4082.jpg,2020-12-16T18:45:50Z,"Ten tigers held in a cage lorry by a circus trainer in France have been taken away by police, local media say.
The officers reportedly acted on Wednesday in the northern commune of Blacourt after re… [+783 chars]"
1,"{'id': None, 'name': 'Boing Boing'}",Mark Frauenfelder,Interview with a late 1800s circus worker,"[The following is from my newsletter, The Magnet]



When I was in high school, I worked on a carnival that traveled around rural Colorado and Wyoming. I manned a basketball game, which was called ""Mini-Hoops."" It had been called ""Basketball Toss"" but a coupl…",https://boingboing.net/2020/12/04/interview-with-a-late-1800s-circus-worker.html,https://i0.wp.com/boingboing.net/wp-content/uploads/2020/12/zebra.jpeg?fit=1200%2C815&ssl=1,2020-12-04T19:05:17Z,"[The following is from my newsletter, The Magnet]
When I was in high school, I worked on a carnival that traveled around rural Colorado and Wyoming. I manned a basketball game, which was called ""Min… [+3987 chars]"
2,"{'id': 'mashable', 'name': 'Mashable'}",Sam Haysom,These 25 wildlife photos show nature at its most beautiful and brutal,"The Wildlife Photography Awards really is the gift that keeps on giving.
A couple of months back we had the contest's highly commended entries
, then we had the overall winners
, and now it's time for the People's Choice category.
On Tuesday, London's Natur…",https://mashable.com/article/wildlife-photographer-of-the-year-2020-peoples-choice/,https://mondrian.mashable.com/2020%252F12%252F01%252Fd5%252Ffbe48fb524014cdeaad8c6f7a593233c.43048.png%252F1200x630.png?signature=AY0qKs934BxNBcxeM5-OVwsc95g=,2020-12-01T14:00:17Z,"The Wildlife Photography Awards really is the gift that keeps on giving.
A couple of months back we had the contest's highly commended entries
, then we had the overall winners
, and now it's time… [+2876 chars]"
3,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,JD Sports terminates talks over potential deal for Debenhams UK business - Reuters,"British retailer JD Sports Fashion on Tuesday confirmed reports that its talks with administrators of Debenhams have been terminated, ending weeks of speculation over a potential rescue takeover of the collapsed department store chain.",https://www.reuters.com/article/us-debenhams-m-a-jd-sports-idUSKBN28B49Y,https://static.reuters.com/resources/r/?m=02&d=20201201&t=2&i=1543027028&r=LYNXMPEGB02CB&w=800,2020-12-01T09:21:00Z,"By Reuters Staff
FILE PHOTO: A cyclist wearing a mask goes past Debenhams in Oxford Circus, following the outbreak of the coronavirus disease (COVID-19), London, Britain, May 28, 2020. REUTERS/Hanna… [+440 chars]"
4,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Movie studio behind 'James Bond' franchise explores sale - WSJ - Reuters UK,"U.S. movie studio MGM Holdings is exploring a sale, the Wall Street Journal reported on Monday, citing people familiar with the matter.",https://uk.reuters.com/article/uk-mgm-holdings-m-a-idUKKBN28V2XE,https://static.reuters.com/resources/r/?m=02&d=20201221&t=2&i=1545364676&r=LYNXMPEGBK1LN&w=800,2020-12-21T22:49:00Z,"By Reuters Staff
FILE PHOTO: A film trailer for the 25th instalment in the James Bond series entitled ""No Time to Die"" is displayed at Piccadilly Circus in London, December 4, 2019. REUTERS/Lisi Nie… [+550 chars]"
5,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Movie studio behind 'James Bond' franchise explores sale - WSJ - Reuters UK,"U.S. movie studio MGM Holdings is exploring a sale, a person familiar with the matter told Reuters on Monday.",https://uk.reuters.com/article/us-mgm-holdings-m-a-idUKKBN28V2WT,https://static.reuters.com/resources/r/?m=02&d=20201221&t=2&i=1545366300&r=LYNXMPEGBK1M6&w=800,2020-12-21T22:39:00Z,"By Reuters Staff
FILE PHOTO: A film trailer for the 25th instalment in the James Bond series entitled ""No Time to Die"" is displayed at Piccadilly Circus in London, December 4, 2019. REUTERS/Lisi Nie… [+565 chars]"
6,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Movie studio behind 'James Bond' franchise explores sale - source - Reuters India,"U.S. movie studio MGM Holdings is exploring a sale, a person familiar with the matter told Reuters on Monday.",https://in.reuters.com/article/mgm-holdings-m-a-idINKBN28W06Y,https://static.reuters.com/resources/r/?m=02&d=20201222&t=2&i=1545381422&r=LYNXMPEGBL02M&w=800,2020-12-22T02:05:00Z,"By Reuters Staff
FILE PHOTO: A film trailer for the 25th instalment in the James Bond series entitled ""No Time to Die"" is displayed at Piccadilly Circus in London, December 4, 2019. REUTERS/Lisi Nie… [+566 chars]"
7,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,"UK records 210 more COVID-19 deaths, cases rise to 34,693 - Reuters","The United Kingdom recorded 210 COVID-19 deaths on Saturday, down from 570 the day before, while cases rose 1,968 to 34,693, the government said, citing partial data.",https://www.reuters.com/article/health-coronavirus-britain-idUSKBN2900EY,https://static.reuters.com/resources/r/?m=02&d=20201226&t=2&i=1545842185&r=LYNXMPEGBP07D&w=800,2020-12-26T16:12:00Z,"By Reuters Staff
People walk through Oxford Circus as shops remain closed under Tier 4 restrictions, amid the coronavirus disease (COVID-19) outbreak, in London, Britain, December 26, 2020. REUTERS/… [+624 chars]"
8,"{'id': None, 'name': 'Lifehacker.com'}",Sam Blum,How to Tell If You're a Hypocrite,"It’s bad enough to be blatantly wrong about something. It’s worse when you persist in your efforts to convince everyone you’re actually right. Doing so in the face of glaring opposition isn’t a good look, and at worst, it can give the impression you’re going …",https://lifehacker.com/how-to-tell-if-youre-a-hypocrite-1845935892,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/uoym1xsmqxh1ys3s6bjq.jpg",2020-12-22T22:30:00Z,Its bad enough to be blatantly wrong about something. Its worse when you persist in your efforts to convince everyone youre actually right. Doing so in the face of glaring opposition isnt a good look… [+3982 chars]
9,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Britons oppose plan to relax COVID-19 rules for Christmas - survey - Reuters,"More people in Britain oppose the government's plans to relax COVID-19 restrictions for five days around Christmas than support them, a poll published on Wednesday showed.",https://www.reuters.com/article/us-health-coronavirus-britain-christmas-idUSKBN28Q01T,https://static.reuters.com/resources/r/?m=02&d=20201216&t=2&i=1544689974&r=LYNXMPEGBF00R&w=800,2020-12-16T00:26:00Z,"By Reuters Staff
People are seen at Piccadilly Circus as the spread of the coronavirus disease (COVID-19) continues, in London, Britain, December 15, 2020. REUTERS/Henry Nicholls
LONDON (Reuters) -… [+830 chars]"
