,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'cnn', 'name': 'CNN'}","Analysis by Chris Cillizza, CNN Editor-at-large",Analysis: Republicans' circus strategy on impeachment,"On Wednesday on Capitol Hill, this happened:",https://www.cnn.com/2019/10/23/politics/republicans-house-impeachment-matt-gaetz/index.html,https://cdn.cnn.com/cnnnext/dam/assets/170115084605-ringling-bros-and-barnum--bailey-circus-file-03-2016-restricted-super-tease.jpg,2019-10-23T22:30:58Z,"THE POINT -- NOW ON YOUTUBE! 
In each episode of his weekly YouTube show, Chris Cillizza will delve a little deeper into the surreal world of politics. Click to subscribe!"
1,"{'id': 'cnn', 'name': 'CNN'}",,Bear attacks handler during circus act,Video shows the moment a bear attacked its handler during a circus show in Russia.,https://www.cnn.com/videos/world/2019/10/25/circus-bear-attacks-handler-in-russia-dig-orig-jk.cnn,https://cdn.cnn.com/cnnnext/dam/assets/191025120557-bear-attacks-handler-circus-russia-super-tease.jpg,2019-10-25T16:39:02Z,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.
2,"{'id': 'cnn', 'name': 'CNN'}",,Grieving family's spokesperson: Trump meeting was a circus,"Anderson Cooper speaks with Radd Seiger, the spokesperson for the family of British teen Harry Dunn who was killed in a vehicle crash involving the wife of a US diplomat.  Watch ""Full Circle"" every weeknight at 5pm E.T.",https://www.cnn.com/videos/politics/2019/10/16/acfc-radd-seiger-dunn-family-spokesperson-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/191016181848-radd-seiger-acfc-super-tease.jpg,2019-10-16T22:35:33Z,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.
3,"{'id': 'cnn', 'name': 'CNN'}",,World leader gets 'apology' after Trump visit,Pity the world leaders standing next to President Donald Trump as impeachment-mania makes them part of the circus. CNN's Jeanne Moos reports.,https://www.cnn.com/videos/politics/2019/10/04/donald-trump-world-leaders-impeachment-moos-pkg-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/191002121758-02-trump-oval-office-1001-super-tease.jpg,2019-10-04T00:37:42Z,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.
4,"{'id': 'mashable', 'name': 'Mashable'}",Chloe Bryan,10 extremely cursed foods to serve at your Halloween party,"Halloween is a time to receive staggering amounts of free candy, but it's also a surprisingly harrowing time for party foods. Remember the peeled grape ""eyeballs"" in the lo-fi haunted houses of your youth? People love to make stuff like that on Halloween and …",https://mashable.com/article/cursed-halloween-food-party-ideas/,https://mondrian.mashable.com/2019%252F10%252F30%252F6d%252F82f0750ee9ce417e9ee43a23d25deacd.7ae77.jpg%252F1200x630.jpg?signature=9IE_eOemRkNiRdzbslu_jvym8X4=,2019-10-30T13:52:08Z,"Halloween is a time to receive staggering amounts of free candy, but it's also a surprisingly harrowing time for party foods. 
Remember the peeled grape ""eyeballs"" in the lo-fi haunted houses of you… [+2837 chars]"
5,"{'id': None, 'name': 'INSIDER'}",Sahar Esfandiari,A runaway zebra in Germany was shot dead after it escaped from a circus and caused a crash on a highway,"Two zebras fled from a circus in northern Germany on Tuesday night, according to Deutsche Welle, causing traffic chaos. One was captured safely and returned to the circus, but the other was shot dead by police after running onto a highway. The escaped zebra r…",https://www.insider.com/runaway-circus-zebra-shot-dead-after-car-crash-on-highway-2019-10,https://image.businessinsider.com/5d961820e94e86458c4ebbf5?width=1200&format=jpeg,2019-10-03T15:47:05Z,"A zebra that ran away from a circus in Germany fled onto a highway and caused a traffic accident before it was shot dead by police on Wednesday.  
After causing chaos on the A20 highway near the nor… [+1320 chars]"
6,"{'id': None, 'name': 'Yahoo Entertainment'}","Charles Sykes, Opinion contributor",The Republican Party must choose between Donald Trump and the party's fundamental values,Trump aims to discredit and delegitimize the impeachment process by turning it into a circus. But circuses need clowns. Is the GOP up for that?,https://news.yahoo.com/republican-part-must-choose-between-145918610.html,https://s.yimg.com/ny/api/res/1.2/lbPo3zKxhedIFPOvkUCeIQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/d9iai7tvX38DjKtIJta1sA--~B/aD0yNTczO3c9Mzg2MDtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en-us/usa_today_opinion_532/bca042f7012bb7ea6500b8bb1bdace69,2019-11-01T20:00:17Z,"This is the stark political reality: on Thursday not a single House Republican voted for the resolution formalizing the inquiry into the impeachment of Donald Trump.
Congressman Justin Amash, who le… [+5769 chars]"
7,"{'id': 'time', 'name': 'Time'}",Associated Press,California Governor Signs Bill Barring Most Animals From Circuses and Banning the Sale of New Fur,Gov. Gavin Newsom signed legislation Saturday on the sale and manufacture of new fur products and bar most animals from circus performances.,https://time.com/5699176/california-circus-animal-fur-ban/,https://timedotcom.files.wordpress.com/2019/10/california-gov-gavin-newsom.jpg?quality=85&crop=0px%2C26px%2C1024px%2C536px&resize=1200%2C628&strip,2019-10-12T18:58:47Z,"(SACRAMENTO, Calif.) — California will ban the sale and manufacture of new fur products and bar most animals from circus performances under a pair of bills signed Saturday by Gov. Gavin Newsom.
Unde… [+3649 chars]"
8,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,California becomes first US state to ban animal fur products,"From 2023, residents cannot manufacture or sell items made from animal fur.",https://www.bbc.co.uk/news/world-us-canada-50030291,https://ichef.bbci.co.uk/news/1024/branded_news/12B24/production/_109208567_006786349-1.jpg,2019-10-12T22:01:35Z,"California has become the first US state to ban the manufacture and sale of animal fur. 
Residents will no longer be able to sell or make clothing, shoes or handbags from fur as of 2023. 
The move … [+1298 chars]"
9,"{'id': None, 'name': 'Instructables.com'}",SandyD9,Circus Tiger Ringmaster,"<!--dda7bd42579b4dc0937c45f979fc5c69-->Another simple Halloween wagon float for your little one..Super easy to make.Gather up your items and get creativeUsing a wagon (the same one I use every year),cut some thin slats of wood to make your cage frame,cut your…",https://www.instructables.com/id/Circus-Tiger-Ringmaster/,https://content.instructables.com/FE4/45HO/K1LWYV20/FE445HOK1LWYV20.LARGE.jpg?auto=webp&&frame=1,2019-10-12T17:43:46Z,"Another simple Halloween wagon float for your little one..Super easy to make.
Gather up your items and get creative
Using a wagon (the same one I use every year),cut some thin slats of wood to make… [+609 chars]"
