,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'mashable', 'name': 'Mashable'}",Sage Anderson,"'Name the film, but wrong answers only' meme is cinematic comedy gold","Before your favorite films hit the big screens, they probably had a working title that, while technically accurate, could've made it a very different movie if used The Breakfast Club was The Lunch Bunch. Clueless was No Worries, I Was a Teenage Teenager. And …",https://mashable.com/article/name-the-film-wrong-answers-only-meme/,https://mondrian.mashable.com/2019%252F06%252F26%252F0c%252F1b8f92140b974d798b7b700ce1f23ff8.ddd2d.jpg%252F1200x630.jpg?signature=xCHoptSR3BO0vs46ODBHfzqe7V0=,2019-06-26T16:26:01Z,"Before your favorite films hit the big screens, they probably had a working title that, while technically accurate, could've made it a very different movie if used. The Breakfast Club was The Lunch B… [+1968 chars]"
1,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Africa's week in pictures: 31 May - 6 June 2019,A selection of the week's best photos from across the continent and beyond.,https://www.bbc.co.uk/news/world-africa-48542188,https://ichef.bbci.co.uk/news/1024/branded_news/22CA/production/_107260980_gettyimages-1147877283.jpg,2019-06-06T23:34:14Z,"A selection of photos from across Africa and Africans elsewhere this week:
Image copyrightAFPImage caption
 South Sudanese-born model Alek Wek takes to the red carpet - or pink in this case - at th… [+2383 chars]"
2,"{'id': 'business-insider', 'name': 'Business Insider'}",Tyler Lauletta,"USA-France could become the most expensive game in Women's World Cup history, with tickets hitting the secondary market for as much as $11,000","The United States and France are set to meet in the quarterfinal of the Women's World Cup on Friday. It's the biggest match of the tournament thus far, with the winner instantly becoming the favorite to take home the trophy. Tickets for the match are already …",https://www.businessinsider.com/usa-france-tickets-womens-world-cup-expensive-2019-6,https://amp.businessinsider.com/images/5d128a29e3ecba13f62589ac-1920-960.jpg,2019-06-26T13:43:28Z,"This Friday the United States Women's National Team will face off against France in Paris in the quarterfinal of the Women's World Cup. 
 It's the biggest match of the tournament so far, one worthy … [+2037 chars]"
3,"{'id': None, 'name': 'Gizmodo.com'}",Dell Cameron,Watch Never-Before-Released Video From Cult of the Dead Cow's Def Con 7 Reveal,"When I was a little kid, there’s nothing I wanted more than to be a hacker. Of course, my 12-year-old brain’s perception of what it meant to be a hacker was horribly skewed by movies like The Lawnmower Man, Tron, and tabletop RPGs like Shadowrun. ( If only, r…",https://gizmodo.com/watch-never-before-released-video-from-cult-of-the-dead-1835243349,"https://i.kinja-img.com/gawker-media/image/upload/s--86a-fbL9--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/qobykpszxzwbgxfvrpqj.jpg",2019-06-04T19:15:00Z,"When I was a little kid, theres nothing I wanted more than to be a hacker. Of course, my 12-year-old brains perception of what it meant to be a hacker was horribly skewed by movies like The Lawnmower… [+3184 chars]"
4,"{'id': 'business-insider', 'name': 'Business Insider'}",Alexandra Licata,USWNT captain Megan Rapinoe wants the quarterfinal against France to be a 's--tshow circus' in what could be the most anticipated match in Women's World Cup history,"Megan Rapinoe scored both goals for the United States against Spain on Monday. The US faces off against host country France in the quarterfinals. It is the most highly anticipated matchup of this year's games. Rapinoe said she hopes the showdown is a ""total s…",https://www.businessinsider.com/megan-rapinoe-uswnt-france-world-cup-quarterfinal-fifa-2019-6,https://amp.businessinsider.com/images/5d1133aee3ecba12730dcd89-2732-1366.jpg,2019-06-24T20:59:18Z,"Megan Rapinoe scored both goals in the United States Women's National Team's win against Spain on Monday, and she's already fired up about the team's next matchup. 
 The US heads to the quarterfinal… [+1685 chars]"
5,"{'id': 'cnn', 'name': 'CNN'}","Ryan Nobles, CNN",Attorney for Virginia Lt. Gov. Fairfax pushes for criminal investigation,The attorney for Virginia Lt. Gov. Justin Fairfax has sent letters to prosecutors in North Carolina and Massachusetts requesting their offices open criminal investigations into claims of sexual assault against him.,https://www.cnn.com/2019/06/13/politics/justin-fairfax-sexual-assault-allegations/index.html,https://cdn.cnn.com/cnnnext/dam/assets/190403123256-justin-fairfax---1-super-tease.jpg,2019-06-13T13:43:32Z,(CNN)The attorney for Virginia Lt. Gov. Justin Fairfax has sent letters to prosecutors in North Carolina and Massachusetts requesting their offices open criminal investigations into claims of sexual … [+2737 chars]
6,"{'id': None, 'name': 'Lifehacker.jp'}",ぬえよしこ,声に出すと、怒りが消え気持ちが楽になる言葉,"英語には「Not my monkey, not my circus（ノットマイモンキー、ノットマイサーカス）」という言葉があります。これは、怒りを感じたり、イライラしたりしているときに唱えると、気持ちが楽になる言葉です。",https://www.lifehacker.jp/2019/06/how-to-control-anger.html,https://assets.media-platform.com/lifehacker/dist/images/2019/06/13/shutterstock_1122386387-w960.jpg,2019-06-16T11:00:00Z,"Not my monkey
Not my monkey, not my circus
Not my monkey 
RAMRAM
Not my circus
Not my circus
circus
1
Not my monkey, not my circus.
Image: jesadaphorn/Shutterstock.com
Sources: Psychology T… [+7 chars]"
7,"{'id': 'buzzfeed', 'name': 'Buzzfeed'}",Alan White,Here's The Latest In The Absolute Circus That Is The Tory Leadership Contest,A story about how anyone could run for prime minister and come relatively close if they put their mind to it. View Entire Post ›,https://www.buzzfeed.com/alanwhite/tory-leadership-contest-latest,https://img.buzzfeed.com/buzzfeed-static/static/2019-06/13/10/campaign_images/buzzfeed-prod-web-03/heres-the-latest-in-the-absolute-circus-that-is-t-2-15447-1560435584-0_dblbig.jpg,2019-06-13T14:24:20Z,"It is also our duty to commit to history the tribulations she faced during her brief, but captivating, campaign. 
By which we mean: The Great Lorraine Kelly Fiasco."
8,"{'id': None, 'name': 'Xataka.com'}",Raúl Álvarez,Este circo cambió los animales vivos por hologramas 3D para crear una experiencia completamente nueva y alucinante,"Durante décadas, a los circos se les relacionaba con actos de animales, como elefantes, tigres, leones o caballos, pero eso poco a poco se fue terminado tras las denuncias de crueldad por parte de grupos protectores de animales. Lo anterior derivó en el cierr…",https://www.xataka.com/otros/este-circo-cambio-animales-vivos-hologramas-3d-para-crear-experiencia-completamente-nueva-alucinante,https://i.blogs.es/5ace26/circus-roncalli-1/840_560.jpg,2019-06-08T09:01:11Z,"Durante décadas, a los circos se les relacionaba con actos de animales, como elefantes, tigres, leones o caballos, pero eso poco a poco se fue terminado tras las denuncias de crueldad por parte de gr… [+2293 chars]"
9,"{'id': 'business-insider', 'name': 'Business Insider'}",Alan Dawson,The UFC will tarnish its name forever if it goes ahead with the Justin Bieber vs. Tom Cruise farce,"The Justin Bieber and Tom Cruise UFC fight rumor refuses to go away. The UFC president Dana White even gave the bizarre bout his seal of approval when he said he had a mystery phone call about it. He said he'd be ""an idiot not to make this fight"" and that the…",https://www.businessinsider.com/ufc-tarnish-name-with-justin-bieber-tom-cruise-fight-2019-6,https://amp.businessinsider.com/images/5d11ee69e3ecba0f385f84f3-1920-960.jpg,2019-06-26T13:27:15Z,"The UFC has thrown its weight behind the Justin Bieber vs. Tom Cruise spectacle, turning the whole thing into a farce that would only tarnish its acronym, name, and brand-value around the world. 
 I… [+4763 chars]"
