,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'reuters', 'name': 'Reuters'}",,Cuba dissident leaders face trial in tightly held proceedings - Reuters,"Two leading Cuban artist-dissidents faced their first day of trial on Monday after being detained nearly a year ago, part of an ongoing judicial process that human rights groups have called a ""farce"" and a ""circus"".",https://www.reuters.com/world/americas/cuba-dissident-leaders-face-trial-tightly-held-proceedings-2022-05-30/,https://www.reuters.com/resizer/iMe40L_9sgg9Fvwg4-CkklsoNgY=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/ZDX6NZL4YJMI7FMG4TOTWGARWI.jpg,2022-05-30T19:32:00Z,"HAVANA, May 30 (Reuters) - Two leading Cuban artist-dissidents faced their first day of trial on Monday after being detained nearly a year ago, part of an ongoing judicial process that human rights g… [+3242 chars]"
1,"{'id': None, 'name': 'Jacquesmattheij.com'}",Jacques Mattheij,The Golden Egg Circus,Comments,http://jacquesmattheij.com/the-golden-egg-circus/,,2022-05-02T12:34:56Z,"In 1989 I got a call from a friend to come along to visit a studio in Landsmeer, near Amsterdam, where something quite amazing was being constructed, a circus with nothing but eggs, both as the perfo… [+3533 chars]"
2,"{'id': None, 'name': 'The Atlantic'}",Kate Lindsay,The Atlantic Daily: The Only Sure Outcome of Depp v. Heard,"The Depp-Heard defamation trial is a next-generation media circus, and the implications of it are disturbing.",https://www.theatlantic.com/newsletters/archive/2022/05/depp-v-heard-outcome-internet/643113/?utm_source=feed,,2022-05-27T17:49:00Z,"Tomorrow, Johnny Depp and Amber Heard’s six-week defamation trial comes to a close. Depp is suing Heard, his ex-wife, for $50 million, accusing her of defaming him in a 2018 Washington Post op-ed in … [+4188 chars]"
3,"{'id': 'reuters', 'name': 'Reuters'}",,"Cuban dissident leaders slated for trial in late May, activists say - Reuters.com","Cuban dissident leader Luis Manuel Otero Alcantara is slated to stand trial in a Cuban court at the end of May, activists said on social media this week, in a case that has attracted the attention of human rights groups who allege he and others have been unfa…",https://www.reuters.com/world/americas/cuban-dissident-leaders-slated-trial-late-may-activists-say-2022-05-24/,https://www.reuters.com/resizer/7_CVeqhXXkqEFi5SrkURmPqn0HE=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/6KL5FKBTVJOP5GPGBQNBA252CU.jpg,2022-05-24T17:45:00Z,"HAVANA, May 24 (Reuters) - Cuban dissident leader Luis Manuel Otero Alcantara is slated to stand trial in a Cuban court at the end of May, activists said on social media this week, in a case that has… [+2728 chars]"
4,"{'id': None, 'name': 'Theonion.com'}",The Onion,Ringling Bros. Announces Comeback Tour Without Animal Acts,"Ringling Brothers and Barnum & Bailey circus has announced the return of its big top circus that closed five years ago, which is scheduled to debut in the fall of 2023 as a “multi-platform entertainment franchise” that focuses on human feats rather than anima…",https://www.theonion.com/ringling-bros-announces-comeback-tour-without-animal-a-1848955002,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/a1glirmtpgnnrgkq96yv.jpg",2022-05-20T15:30:00Z,"I cant wait until I get to tell my kids the multi-platform entertainment franchise has come to town!
Malcolm Rupar, Chili Judge"
5,"{'id': None, 'name': 'MarketWatch'}",Charles Passy,"The Margin: The Ringling Bros. circus returns next year —- minus the elephants, lions and tigers",The so-called “Greatest Show on Earth” shut down five years ago. The new Ringling Brothers circus tour is scheduled to launch in September 2023 and visit 50 cities.,https://www.marketwatch.com/story/the-ringling-bros-circus-returns-next-year-minus-the-elephants-lions-and-tigers-11652888207,https://images.mktw.net/im-546762/horizontal,2022-05-18T15:36:00Z,"After shutting down in 2017, the Ringling Bros. and Barnum &amp; Bailey Circus is planning its return, but with an elephant-sized caveat: The so-called Greatest Show on Earth, long celebrated for its… [+2819 chars]"
6,"{'id': None, 'name': 'Gizmodo.com'}",Germain Lussier,And Your 2022 Eisner Award Nominees Are...,"Marvel might be leading the comic book industry at the box office but it’s bringing up the rear on the awards circuit. The nominees for the biggest prizes in the comic book industry, the Will Eisner Comic Awards, have just been announced for 2022 and DC Comic…",https://gizmodo.com/eisner-awards-2022-nominations-dc-image-marvel-nightwin-1848943614,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/b63639e8c5a7acddc65034893b17c9b6.jpg",2022-05-18T19:15:00Z,"Marvel might be leading the comic book industry at the box office but its bringing up the rear on the awards circuit. The nominees for the biggest prizes in the comic book industry, the Will Eisner C… [+16050 chars]"
7,"{'id': None, 'name': 'MarketWatch'}",Larry Sayler,Outside the Box: 10 things being a clown taught me about life,Pursue your dreams -- and have long term plans,https://www.marketwatch.com/story/10-things-being-a-clown-taught-me-about-life-11652741559,https://images.mktw.net/im-545547/social,2022-05-17T10:28:00Z,Recently I wrote about five financial lessons I learned at Ringling Bros. and Barnum &amp; Baileys Clown College. But Clown College didnt just offer financial lessonsit also offered valuable life les… [+6483 chars]
8,"{'id': None, 'name': 'Jezebel'}",Jenna Amatulli,Johnny Depp and Amber Heard's Sickening Defamation Trial Is Wrapping Up,"After six weeks of incendiary claims from both Johnny Depp and Amber Heard against each other, the ongoing defamation trial that’s prompted an absolute media circus is finally coming to an end. Read more...",https://jezebel.com/johnny-depp-and-amber-heards-sickening-defamation-trial-1848986234,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/7114c7b71276b67e61798f1806f7ce33.png",2022-05-27T14:53:44Z,"After six weeks of incendiary claims from both Johnny Depp and Amber Heard against each other, the ongoing defamation trial thats prompted an absolute media circus is finally coming to an end. 
On F… [+1991 chars]"
9,"{'id': None, 'name': 'Playstation.com'}",Dom Clarke,Surreal deep-sea adventure Silt dives onto PS5 & PS4 on June 1,"Hi everyone! I’m Dom, programmer at Spiral Circus, and I’m really excited to share the news that our surreal underwater adventure Silt is coming to PlayStation 5 and PlayStation 4 on June 1. Silt is a puzzle-adventure set deep within a harrowing ocean abyss, …",https://blog.playstation.com/2022/05/12/surreal-deep-sea-adventure-silt-dives-onto-ps5-ps4-on-june-1/,https://blog.playstation.com/tachyon/2022/05/c2798f8af5c1e6101f3c8dbf1ba6d6e72e7a1b93.jpg,2022-05-12T13:00:16Z,"Hi everyone! Im Dom, programmer at Spiral Circus, and Im really excited to share the news that our surreal underwater adventure Silt is coming to PlayStation 5 and PlayStation 4 on June 1.
Silt is a… [+3172 chars]"
