,source,author,title,description,url,urlToImage,publishedAt,content
0,"{'id': 'bbc-news', 'name': 'BBC News'}",BBC News,A rare orangutan and other stories you may have missed,Here are some of the stories you may have missed this week.,https://www.bbc.co.uk/news/av/world-51762353/icymi-a-rare-orangutan-and-a-juggling-prince,https://ichef.bbci.co.uk/news/1024/branded_news/D29E/production/_111181935_p0861203.jpg,2020-03-08T10:13:20Z,"VideoA pyramid in Egypt and prince with a circus skill, here are some of the stories you may have missed this week."
1,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Lucas Matney,Virtual reality scales back its real world presence,"While few things may me feel more like social distancing than suiting up in a haptic feedback suit and strapping a computer to your face, location-based virtual reality startups have begun closing up shop alongside a host of other entertainment businesses. Th…",http://techcrunch.com/2020/03/17/virtual-reality-scales-back-its-real-world-presence/,https://techcrunch.com/wp-content/uploads/2019/08/The-Void-SF-Westfield.png?w=601,2020-03-17T23:18:10Z,"While few things may me feel more like social distancing than suiting up in a haptic feedback suit and strapping a computer to your face, location-based virtual reality startups have begun closing up… [+1958 chars]"
2,"{'id': 'business-insider', 'name': 'Business Insider'}",Irene Jiang,Here's an easy recipe for delicious Moroccan lentils that you can make with ingredients you probably already have on hand,"When I lived in Morocco, I ate lentils at Mama Aisha's restaurant all the time. But when I moved away, I found myself craving those lentils, so I developed my own approximate recipe for them. In lieu of my usual fast-food taste tests, I've started sharing eas…",https://www.businessinsider.com/coronavirus-easy-shelf-stable-recipe-moroccan-lentils-2020-3,https://i.insider.com/5e8214822d654f73fb2dce5f?width=1200&format=jpeg,2020-03-30T18:09:02Z,"There's a story behind this one.
Feel free to skip ahead if you just want the recipe.
A long, long time ago in a country far away — Morocco, to be specific — this taste tester lived with a circus i… [+1700 chars]"
3,"{'id': None, 'name': 'Rock Paper Shotgun'}",Ollie Toms,Have you played… Steel Circus?,"Have You Played? is an endless stream of game retrospectives. One a day, every day, perhaps for all time. There’s a handful of films at home that the family and I very rarely end up watching. Eternal Sunshine of the Spotless Mind. The Revenant. The Imitation …",https://www.rockpapershotgun.com/2020/03/03/have-you-played-steel-circus/,https://assets.rockpapershotgun.com/images/2019/08/steel-circus-early-access-5-1212x682.jpg/RPSS/thumbnail/1920x1080/format/jpg/quality/75,2020-03-03T07:30:36Z,"Have You Played? is an endless stream of game retrospectives. One a day, every day, perhaps for all time.
There’s a handful of films at home that the family and I very rarely end up watching. Eterna… [+2981 chars]"
4,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Jonathan Shieber,"White House and House Democrats agree to funding package for paid sick leave, funding for tests","Late Friday night, after nearly two full days of negotiations, the House of Representatives is finally set to pass a bipartisan plan to provide sweeping new benefits to workers and businesses affected by the outbreak of the novel coronavirus in the U.S. The n…",http://techcrunch.com/2020/03/13/white-house-and-house-democrats-agree-to-funding-package-for-paid-sick-leave-funding-for-tests/,https://techcrunch.com/wp-content/uploads/2017/05/net-neutrality-capitol.jpg?w=711,2020-03-14T02:08:58Z,"While stocks rose sharply after the President’s address, delaying the bill could cause further economic uncertainty and continue what has been a wild couple of months for financial markets beset by b… [+2810 chars]"
5,"{'id': None, 'name': 'Lifehacker.com'}",Emily Price,What's Coming to Netflix in April 2020,"March has likely brought you a lot closer to your Netflix queue—so close, perhaps, that you’re starting to run out of things to watch. But a new month is on the horizon, and with it will come a ton of new movies and television shows on the platform. Read more…",https://lifehacker.com/whats-coming-to-netflix-in-april-2020-1842413432,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/l552eidtpmhcfr8xnmvi.jpg",2020-03-19T18:45:00Z,"March has likely brought you a lot closer to your Netflix queueso close, perhaps, that youre starting to run out of things to watch. But a new month is on the horizon, and with it will come a ton of … [+3741 chars]"
6,"{'id': 'usa-today', 'name': 'USA Today'}","USA TODAY, Peter Funt, Opinion contributor",Extremely early voting is the worst part of this 2020 Democratic presidential circus,"Caucuses are likely to disappear in 2024, debate rules will be revised, and let's limit early voting to one week. It'll cut way back on voter regrets.",https://www.usatoday.com/story/opinion/2020/03/03/buttigieg-klobuchar-democrats-waste-early-votes-dropouts-column/4930291002/,"https://www.gannett-cdn.com/presto/2020/03/02/USAT/cfcccf30-980d-44da-b74a-726d2fcf0938-early_vote.JPG?crop=5036,2833,x1,y0&width=3200&height=1680&fit=bounds",2020-03-03T08:15:05Z,"Caucuses are likely to disappear in 2024, debate rules will be revised, and let's limit early voting to one week. It'll cut way back on voter regrets.
Could the 2020 nominating process be any zanier… [+5649 chars]"
7,"{'id': None, 'name': 'HYPEBEAST'}","info@hypebeast.com (HYPEBEAST), HYPEBEAST","Princess Nokia Transforms Into a Circus Act for ""Gross"" Video","After dropping off her contrasting albums Everything Sucks and Everything is Beautiful earlier this year, Princess Nokia unveils the visuals for her latest single ""Gross."" Channeling a frightening yet glamorous circus performer, the New York native is depicte…",https://hypebeast.com/2020/3/princess-nokia-gross-music-video,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2020%2F03%2Fprincess-nokia-gross-tw.jpg?w=960&cbr=1&q=90&fit=max,2020-03-28T14:46:07Z,"Help us serve you better
We noticed you are using an ad-blocker
We appreciate your support in allowing HYPEBEAST ads, where we can share contents from the latest fashion, to those culturally releva… [+146 chars]"
8,"{'id': None, 'name': 'Awwwards.com'}",,CIRCUS Inc.,"The corporate website of CIRCUS INC. CIRCUS offers a-to-z service—planning, consulting, and advertising to support for overseas expansion and sales agent services.",https://www.awwwards.com/sites/circus-inc,https://assets.awwwards.com/awards/sites_of_the_day/2020/03/circus-inc-menu-1.jpg,2020-03-28T00:00:00Z,"Jury vote eliminated
Sites are sent to a minimum of 16 Design Jury members, the two scores furthest from the average will be automatically eliminated by our system. SOTD will then be sent to the Dev… [+83 chars]"
9,"{'id': None, 'name': 'HuffPost'}",Lee Moran,"Ex-Labor Secretary Turns Trump’s Insulting Nickname For Democrats On McConnell, GOP","""History will not be kind to them,"" Robert Reich warns in a new video.",https://www.huffpost.com/entry/robert-reich-mitch-mcconnell-republicans_n_5e5fa031c5b63aaf8f603577,https://img.huffingtonpost.com/asset/5e5fa1ec2600008a1db602ff.jpeg?cache=vx00ZHziMA&ops=1200_630,2020-03-04T13:57:27Z,"President Donald Trump’s go-to insult for the Democrats gets turned on the GOP-controlled Senate in former Labor Secretary Robert Reich’s latest video.
In the clip released on his YouTube channel Tu… [+1075 chars]"
